lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,mu.78,mu.79,mu.80,mu.81,mu.82,mu.83,mu.84,mu.85,mu.86,mu.87,mu.88,mu.89,mu.90,mu.91,mu.92,mu.93,mu.94,mu.95,mu.96,mu.97,mu.98,mu.99,mu.100
# Adaptation terminated
# Step size = 0.68977
# Diagonal elements of inverse mass matrix:
# 0.00812028, 0.00813517, 0.00624313, 0.00747482, 0.00760684, 0.0080585, 0.00519114
-35.1284,0.942197,0.68977,2,7,0,41.3012,0.301054,0.450798,-0.420248,0.104869,0.0631581,0.076943,0.801421,-0.256376,-0.18937,-0.404135,1.29466,0.22573,0.85774,-0.0493504,-0.727125,0.342355,-0.707314,0.400864,0.817262,0.315366,0.0285891,1.07829,0.0232144,0.274917,-0.0749406,0.0102877,0.22725,0.22276,0.111421,-0.539669,-1.11368,1.02862,-1.04048,0.10327,-0.949456,1.28907,0.868475,0.656879,-0.10909,-0.203758,-0.621326,1.16933,0.91873,-1.10699,-0.0551744,-0.527147,0.481803,0.181585,1.34868,0.7874,-0.00666004,0.361203,0.303374,-0.661794,0.519411,1.13567,0.846297,0.0901054,-0.560591,-0.0452034,0.692749,0.16445,-0.0545021,0.207693,-0.0290773,0.223571,-0.406822,0.240493,-0.426269,0.0306168,0.988054,0.149207,-0.073226,-0.488421,0.739515,0.829746,0.171782,-0.0581987,0.373235,0.0339178,-0.547827,0.443468,0.931051,0.183246,1.11603,-0.0239984,0.529466,-0.124959,-0.212791,-0.124305,-0.0396143,0.208783,0.264631,-0.266167,-0.225769,0.111417,-0.319752,0.104551,0.347989,-0.0820752,0.88786,0.746844,1.16787,-1.0035,-0.02478,0.523313,0.660328
-31.7007,0.934597,0.68977,3,7,0,37.6077,0.0946362,0.26416,-0.377684,0.00676754,-0.102822,-0.0121731,0.877218,-0.263639,-0.327393,-0.516025,0.832689,0.516507,0.247383,-0.574526,-0.648654,0.0811971,-0.637602,0.589203,0.601868,-0.132861,-0.0767188,0.477429,-0.199814,-0.0485073,-0.0671474,-0.180845,-0.0897377,0.191197,-0.288214,-0.560091,-1.10687,0.655264,-0.928795,-0.282585,-0.709601,0.58043,0.144195,0.0624862,-0.0114805,-0.222469,-0.887615,0.748976,0.76003,-0.611816,-0.184518,-0.337707,0.072103,0.255165,0.370445,0.206536,0.169365,0.129032,-0.222726,-0.614031,0.0986916,0.348146,0.215366,-0.176308,-0.953977,-0.261929,0.316091,-0.0549142,-0.594741,-0.0729537,-0.233776,0.0704209,-0.353724,-0.0434547,-0.568614,0.0295379,0.717449,-0.0998612,-0.00266815,-0.235063,0.568961,0.489446,0.0750348,-0.0145204,0.32198,-0.00807212,-0.419837,-0.250181,0.413111,-0.0803867,0.691635,-0.259929,0.102919,-0.3121,-0.201968,-0.199342,0.216101,-0.172144,0.104665,-0.196417,-0.251838,0.0114123,-0.112827,-0.0390647,0.241287,-0.381751,0.224562,0.485219,0.68112,-0.787681,-0.568387,0.328521,0.952043
-30.7581,0.985796,0.68977,2,7,0,32.8705,0.0410705,0.273318,-0.427758,0.109543,0.00307594,0.114397,0.801249,-0.497889,-0.329822,-0.459498,0.897613,0.235852,0.553019,-0.268338,-0.888213,-0.14585,-0.644337,0.379167,0.616556,0.153449,-0.27691,0.493126,-0.0746122,-0.13726,-0.185523,-0.483346,-0.0801929,0.0463201,-0.0579494,-0.624288,-1.27378,0.528168,-1.23146,-0.237458,-1.09429,0.656521,0.303783,0.301249,-0.221755,-0.378225,-0.998907,0.805859,0.745053,-0.662637,-0.310422,-0.686138,0.0520271,-0.0641001,0.956677,0.261301,-0.391542,-0.182786,-0.104637,-0.715017,-0.00969406,0.582128,0.446327,-0.208665,-0.870257,-0.271723,0.261781,0.139123,-0.344321,-0.037567,-0.310183,-0.0226658,-0.569074,0.0369171,-0.795468,-0.0730582,0.678801,0.00794676,0.0420528,-0.461201,0.589999,0.59108,0.0875169,-0.133166,-0.0332298,-0.398408,-0.682684,0.0240175,0.496528,0.0771165,0.854769,-0.228358,0.263634,-0.371373,-0.25887,-0.460823,-0.00444088,0.0184288,0.140104,-0.307864,-0.271017,-0.173824,-0.132043,-0.137024,0.14927,-0.373295,0.476795,0.352597,0.741638,-1.08251,-0.30492,0.137762,0.704936
-33.4843,0.712029,0.68977,2,3,0,34.7975,0.0743131,0.344699,-0.382869,-0.112582,-0.0793082,0.226924,0.880435,-0.65182,0.119824,-0.802642,0.689283,0.333316,0.3529,-0.437957,-0.549488,-0.104481,-0.856871,0.356084,0.834178,-0.260603,-0.0923684,0.634211,-0.265061,-0.537107,0.296326,0.462904,0.124433,0.0225959,0.200583,-0.667156,-1.29646,0.398595,-0.821036,0.083771,-1.27874,0.724375,0.52783,0.244961,0.0278551,-0.726471,-0.998201,0.794589,0.577262,-0.551208,-0.0160477,-0.561757,-0.171387,-0.162711,0.716187,0.314103,-0.311811,0.0502134,-0.0666199,-0.837583,0.36384,0.549916,0.522384,0.0299411,-1.13956,-0.480634,1.16493,-0.129786,-0.905055,0.381831,-0.529903,0.109994,-0.075911,-0.194005,-0.631671,0.0981338,0.42656,-0.133472,-0.252522,-0.298406,0.421573,0.795752,0.142923,-0.613537,0.579216,-0.0749621,-0.60604,-0.237233,0.593542,0.0937929,0.789095,-0.0311629,-0.139673,-0.688206,0.147634,-0.751839,-0.0162071,-0.270219,-0.0468567,-0.364153,-0.149224,0.103698,-0.0999711,-0.00914905,-0.119727,-0.700125,0.0555815,0.409704,1.42098,-0.959288,-0.318442,0.391513,0.741828
-34.7001,0.964261,0.68977,3,7,0,35.657,0.0482373,0.303873,-0.409899,0.00219486,-0.139616,0.343032,0.870423,-0.776022,0.0673635,-0.62929,0.781007,0.268281,0.436508,-0.120472,-0.669005,-0.245088,-0.71245,0.330561,0.944205,0.0357227,-0.164099,0.561816,-0.322562,-0.641264,0.110846,0.409092,0.0877566,0.010087,0.18207,-0.510712,-1.3868,0.3047,-1.08707,0.0367723,-1.57434,0.807829,0.505511,0.401047,0.17135,-0.825044,-1.36714,0.701766,0.747494,-0.446636,-0.0948029,-0.751319,-0.349749,-0.227153,1.11255,0.0719946,-0.679906,-0.324145,-0.129164,-0.885944,0.0378942,0.671141,0.602842,-0.111181,-1.20645,-0.491835,0.97583,0.106663,-0.902148,0.345725,-0.640941,0.127635,-0.222379,-0.35845,-0.810195,0.129908,0.383836,-0.00417976,-0.0612126,-0.436109,0.48941,1.01323,0.102366,-0.723441,0.247737,-0.256252,-0.766314,-0.217415,0.719865,0.302746,0.827788,0.0887642,-0.171171,-0.78825,0.139541,-0.872578,0.112394,-0.12379,0.0230748,-0.221839,0.0638165,-0.151702,0.216859,-0.0525123,-0.195194,-0.597361,-0.124484,0.449914,1.58411,-0.844272,-0.141332,0.16572,0.818264
-33.3165,0.867849,0.68977,3,7,0,39.3135,0.0951463,0.190569,-0.498041,-0.0554936,-0.026143,0.251414,0.885496,-0.694504,0.159299,-0.611882,0.747565,0.620728,0.603098,-0.431133,-0.70407,-0.426647,-0.600412,0.673516,0.931812,-0.0269856,-0.282639,0.377194,0.126235,-0.592477,0.430297,-0.282839,0.0597109,0.103163,0.415926,-0.682524,-1.41247,0.262479,-1.02476,-0.0572588,-1.26369,0.37328,0.281496,0.247155,-0.094005,-0.582769,-1.09608,0.963391,0.773154,0.109179,-0.129451,-0.625372,-0.160882,-0.233549,0.866617,0.26302,-0.578084,-0.269524,-0.138339,-0.673025,0.14074,0.373198,0.516008,-0.00189253,-1.17448,-0.402148,0.907659,0.230383,-0.690161,0.363032,-0.487378,0.0528715,-0.173928,0.151847,-0.934751,0.186632,0.60891,0.0516121,0.223467,-0.0584939,0.717303,0.810317,0.441173,-0.228529,0.307163,-0.51339,-0.598786,-0.19251,0.427002,0.263137,1.07242,-0.100079,0.161099,-0.586612,0.267672,-0.890824,0.168963,-0.0725086,0.202219,-0.27402,-0.104578,0.0859804,0.213835,-0.0376627,0.0967338,-0.771149,0.385645,0.218231,1.1191,-1.20411,-0.354487,0.288208,1.09339
-33.0952,0.921664,0.68977,2,7,0,36.9511,0.158941,0.195548,-0.310749,-0.0104892,-0.13565,-0.0280827,0.884445,-0.103151,-0.203131,-0.344711,0.749635,0.615019,0.187979,-0.469917,-0.416653,0.157256,-0.417973,0.656349,0.59665,-0.0849095,0.0467098,0.41881,-0.132019,0.0166537,0.0395278,-0.0273757,-0.0236206,0.28063,-0.240444,-0.349835,-0.826689,0.619725,-0.659141,-0.203535,-0.448849,0.503191,0.100882,0.0552641,0.158139,-0.0813674,-0.720846,0.660788,0.749914,-0.340335,-0.0620571,-0.128992,0.0871328,0.372428,0.239017,0.159905,0.315815,0.186305,-0.186399,-0.408943,0.107579,0.271475,0.172871,-0.0975367,-0.788898,-0.153171,0.309267,0.0186586,-0.523289,-0.00855292,-0.1291,0.15843,-0.175895,-0.0126867,-0.386357,0.145836,0.675188,-0.0212755,0.119354,-0.0490992,0.565261,0.484358,0.14151,0.0942605,0.388125,0.133568,-0.218341,-0.248993,0.388348,-0.00399949,0.609519,-0.141611,0.0971684,-0.195813,-0.0625259,-0.0517827,0.369636,-0.112362,0.168685,-0.0225341,-0.08779,0.0952051,0.0723823,0.0589401,0.29476,-0.253709,0.135116,0.508526,0.632409,-0.477557,-0.47734,0.358722,0.998769
-34.2038,0.860402,0.68977,3,7,0,37.4754,0.10399,0.308632,-0.379605,0.103451,0.11197,0.282603,0.765792,-0.633732,0.0337359,-0.396784,0.850221,-0.0521167,0.850223,0.173588,-0.745509,-0.191725,-0.589269,0.0989772,0.711086,0.361415,-0.246366,0.682479,0.08877,-0.239853,0.0223638,-0.140386,0.175291,-0.0509087,0.452918,-0.529731,-1.13382,0.391623,-1.04897,0.155377,-1.32337,0.856374,0.737275,0.641736,-0.243638,-0.549418,-0.766391,0.85972,0.590061,-0.599713,-0.143674,-0.812312,0.0853571,-0.367166,1.50191,0.498821,-0.791621,-0.210034,0.23766,-0.680496,0.235678,0.922253,0.824377,0.040517,-0.582772,-0.213556,0.731685,0.273894,-0.101057,0.32475,-0.311882,0.0447195,-0.387477,0.136388,-0.682139,-0.0251915,0.514097,0.156566,-0.0301377,-0.513537,0.509384,0.794394,0.189859,-0.39256,-0.00447716,-0.474905,-0.734465,0.391772,0.699813,0.332578,0.971388,0.0463059,0.344549,-0.3938,-0.0215118,-0.677457,-0.238143,0.209336,0.152064,-0.350119,-0.128755,-0.0975546,-0.121715,-0.0527711,-0.00803823,-0.317337,0.662563,0.296986,1.13245,-1.10098,0.186759,0.157112,0.320231
-34.0268,0.956066,0.68977,3,7,0,37.6548,0.136542,0.24792,-0.380159,0.0873296,-0.211153,0.0800161,0.95676,-0.28201,-0.323585,-0.336275,0.968688,0.546278,0.268469,-0.271993,-0.631746,0.0992293,-0.479655,0.634936,0.777072,0.115206,-0.00875509,0.503045,-0.312541,-0.0884032,-0.186251,0.0472899,-0.0604915,0.263475,-0.345231,-0.323277,-1.10469,0.671235,-1.04939,-0.261622,-0.891674,0.773863,0.180607,0.222255,0.287803,-0.26984,-1.20438,0.673423,0.982902,-0.536357,-0.154669,-0.3841,-0.0700451,0.340812,0.672723,-0.00441189,0.0246551,-0.0782933,-0.258937,-0.623255,-0.122436,0.504599,0.303064,-0.255258,-1.01439,-0.239452,0.257846,0.139822,-0.668235,-0.0494338,-0.296552,0.186478,-0.371422,-0.25269,-0.60161,0.141675,0.711945,0.0324789,0.165798,-0.302769,0.650896,0.76894,0.0399644,-0.123501,0.182992,0.0373215,-0.471963,-0.268696,0.620926,0.133918,0.709989,-0.0676583,0.0204168,-0.381573,-0.14651,-0.195187,0.448422,-0.052373,0.183785,0.0271052,0.0361926,-0.14812,0.246013,0.005043,0.200809,-0.222347,-0.0492078,0.662126,0.982029,-0.494481,-0.395444,0.22075,1.1226
-31.6415,0.966696,0.68977,2,3,0,35.9524,0.209023,0.298223,-0.440844,-0.040179,-0.133489,0.0990816,0.85001,-0.358292,-0.056464,-0.56037,0.983059,0.698104,0.417332,-0.484996,-0.575038,0.0730591,-0.644386,0.752483,0.926134,-0.0752863,0.0077391,0.649902,-0.129418,-0.197426,0.212299,0.13887,0.0816982,0.281828,-0.0110108,-0.53404,-1.23339,0.702699,-0.910288,-0.0862805,-0.936575,0.761757,0.361468,0.234814,0.167215,-0.348747,-1.01813,0.961421,0.942121,-0.40937,-0.031455,-0.35292,0.0347466,0.239301,0.652056,0.311907,0.0727472,0.149455,-0.128535,-0.653853,0.257943,0.528231,0.450819,-0.0257745,-1.10095,-0.284483,0.791989,0.0691495,-0.738871,0.217626,-0.301162,0.215772,-0.159516,-0.0140574,-0.603891,0.214126,0.80078,0.00622695,0.0905776,-0.12658,0.731064,0.82253,0.258164,-0.129999,0.555176,0.040205,-0.429368,-0.228066,0.630216,0.129786,0.943739,-0.0756578,0.107467,-0.41916,0.0743001,-0.374,0.345485,-0.120091,0.195759,-0.127407,-0.0754233,0.14592,0.106413,0.081215,0.243449,-0.473115,0.231122,0.618313,1.18949,-0.81375,-0.450593,0.481379,1.20797
-32.4249,0.656777,0.68977,3,7,0,38.0944,-0.0111348,0.184876,-0.389731,0.0876454,0.0573794,0.181053,0.902357,-0.589192,-0.156363,-0.407124,0.659276,0.151532,0.580659,-0.169428,-0.808421,-0.358989,-0.521171,0.274067,0.541413,0.173638,-0.367251,0.307894,0.0664367,-0.306985,-0.0435373,-0.583809,-0.060505,-0.0459531,0.182742,-0.59054,-1.16198,0.239731,-1.09531,-0.163029,-1.10344,0.397077,0.25118,0.289239,-0.305039,-0.441566,-0.880202,0.694245,0.555413,-0.315099,-0.298244,-0.720145,-0.0454658,-0.2904,0.959352,0.213089,-0.664074,-0.355908,-0.0718149,-0.615687,-0.0503802,0.450676,0.438907,-0.151255,-0.759955,-0.280969,0.307476,0.209063,-0.255823,0.0607456,-0.351224,-0.0869415,-0.480146,0.113992,-0.82661,-0.0676681,0.483033,0.0421438,0.100025,-0.363998,0.497415,0.519681,0.16882,-0.174861,-0.143141,-0.601473,-0.664525,0.0613089,0.347778,0.150484,0.801078,-0.184025,0.256434,-0.396079,-0.112688,-0.646658,-0.0933192,0.0543916,0.127732,-0.32751,-0.228696,-0.172612,-0.0521974,-0.164423,0.0513213,-0.44998,0.488536,0.116388,0.63258,-1.10143,-0.180424,0.0288255,0.532067
-36.4635,0.781214,0.68977,2,3,0,37.4643,0.0441857,0.2062,-0.431792,0.0381204,0.252492,0.286081,0.85904,-0.756366,0.186738,-0.475815,0.635855,0.0311889,0.984201,-0.0357843,-0.809962,-0.527485,-0.567075,0.167085,0.623735,0.257817,-0.463753,0.44102,0.44069,-0.409231,0.311137,-0.708708,0.140514,-0.136431,0.785403,-0.750482,-1.20568,0.124346,-1.00555,0.127585,-1.27082,0.386855,0.579526,0.512823,-0.592742,-0.547859,-0.555216,0.96864,0.406202,-0.121552,-0.213205,-0.867262,0.108234,-0.645453,1.36656,0.618298,-1.02127,-0.322882,0.240733,-0.585089,0.297239,0.642688,0.773063,0.128955,-0.566744,-0.243207,0.777008,0.324957,0.0395981,0.395831,-0.317845,-0.1149,-0.354666,0.500059,-0.871102,-0.0589809,0.4858,0.148146,0.0846519,-0.290243,0.543602,0.582116,0.427935,-0.203361,-0.0556458,-0.870627,-0.718168,0.420215,0.381933,0.298584,1.1016,-0.111566,0.524241,-0.36687,0.11368,-0.942954,-0.395034,0.203749,0.190046,-0.524887,-0.315169,0.0297256,-0.201306,-0.123614,0.041535,-0.594979,1.03093,-0.0808912,0.773665,-1.52905,0.0884252,0.141535,0.287704
-33.548,0.960929,0.68977,2,7,0,38.9885,0.178761,0.268855,-0.30322,0.0748491,-0.115404,0.0568047,0.960212,-0.17746,-0.221669,-0.271083,0.8973,0.360255,0.356058,-0.13121,-0.491199,0.218007,-0.439022,0.452029,0.654706,0.153912,0.0581047,0.608807,-0.197146,0.0677852,-0.130626,0.143628,0.052591,0.228944,-0.186229,-0.273706,-0.849875,0.688322,-0.803611,-0.0867086,-0.701436,0.833401,0.366623,0.316068,0.189322,-0.179623,-0.801462,0.670449,0.798368,-0.636457,-0.0626811,-0.306022,0.108644,0.291081,0.722468,0.215452,0.0849573,0.109799,-0.0400384,-0.502977,0.0995945,0.617091,0.40281,-0.0996591,-0.674917,-0.120988,0.348773,0.109566,-0.38373,0.0397238,-0.145257,0.198985,-0.279731,-0.104475,-0.376398,0.105341,0.659155,0.06469,0.0544171,-0.297014,0.546743,0.666031,0.0494116,-0.0924086,0.245318,0.119083,-0.371523,-0.020736,0.633145,0.128846,0.664676,-0.00726268,0.135293,-0.222457,-0.133175,-0.0766398,0.262526,0.031655,0.171831,-0.02093,-0.00601199,-0.0354061,0.0588638,0.0608361,0.208531,-0.0918834,0.171175,0.621016,0.898718,-0.4506,-0.197884,0.289144,0.790922
-33.4279,1,0.68977,3,7,0,33.8838,0.184145,0.290208,-0.310184,0.0752852,-0.120863,0.056411,0.953507,-0.183046,-0.236785,-0.295566,0.932989,0.355758,0.359197,-0.139686,-0.507424,0.245495,-0.475825,0.45066,0.673682,0.146432,0.0688493,0.650485,-0.226266,0.0766199,-0.146354,0.184504,0.0571985,0.232159,-0.206987,-0.289115,-0.881613,0.726992,-0.829258,-0.0839498,-0.731935,0.888878,0.397075,0.329091,0.197406,-0.19464,-0.826638,0.691548,0.819011,-0.707697,-0.0615971,-0.317938,0.116333,0.305511,0.745353,0.231658,0.1035,0.134411,-0.0363778,-0.535313,0.118469,0.654401,0.420592,-0.102513,-0.699788,-0.13047,0.375332,0.0917912,-0.408006,0.0399187,-0.152538,0.207992,-0.290201,-0.125104,-0.376437,0.101005,0.678587,0.0554257,0.026733,-0.326297,0.552616,0.689494,0.0335451,-0.11633,0.269381,0.146171,-0.389804,-0.0209269,0.667992,0.121413,0.677895,-0.00759934,0.127523,-0.236015,-0.150242,-0.0715482,0.257603,0.0217371,0.164116,-0.0315536,-0.0147345,-0.0360997,0.035842,0.0631276,0.206145,-0.0923508,0.167062,0.656269,0.948571,-0.46314,-0.205727,0.307413,0.799888
-36.9413,0.807867,0.68977,3,7,0,39.6304,0.111723,0.104822,-0.426281,-0.158623,0.177603,0.189618,0.846948,-0.590498,0.434909,-0.588218,0.428442,0.564834,0.72536,-0.517619,-0.490598,-0.519408,-0.487794,0.582545,0.695376,-0.144779,-0.327276,0.258584,0.553289,-0.528431,0.799799,-0.57825,0.16486,0.0365583,0.842035,-0.765399,-1.07756,0.0608798,-0.565942,0.119743,-0.839056,-0.0241548,0.297415,0.169442,-0.438432,-0.408166,-0.373575,1.01476,0.385855,0.487322,-0.0322485,-0.452175,0.0717117,-0.438313,0.61244,0.595445,-0.540442,-0.0636609,0.0906769,-0.380001,0.477612,0.167548,0.508243,0.277585,-0.752087,-0.268994,1.05509,0.199738,-0.284149,0.526693,-0.277659,-0.0398166,0.0498812,0.631665,-0.747223,0.158217,0.515522,0.0641816,0.205224,0.241824,0.612213,0.461762,0.669579,0.0286165,0.431935,-0.647058,-0.359304,0.0459181,0.119904,0.194439,1.06678,-0.161272,0.408027,-0.339519,0.441236,-0.89361,-0.105165,-0.0217876,0.220569,-0.426067,-0.287792,0.391185,-0.0385414,0.00380676,0.180305,-0.846295,0.882895,-0.137261,0.66037,-1.39716,-0.267229,0.402486,0.742022
-35.6087,1,0.68977,3,7,0,38.8256,0.166206,0.332609,-0.350523,0.228314,-0.195138,-0.00592667,0.827409,-0.103767,-0.65004,-0.170659,1.21721,0.315364,0.336516,-0.0599065,-0.760842,0.376956,-0.481811,0.484792,0.653228,0.352731,0.0512969,0.70195,-0.421126,0.313668,-0.618628,-0.0327555,-0.0989231,0.287855,-0.645653,-0.231984,-1.01085,0.975393,-1.22836,-0.336729,-0.791965,1.1298,0.302786,0.372215,0.26501,-0.0844754,-1.14949,0.660281,1.0848,-1.11841,-0.242026,-0.419677,0.15085,0.53082,0.909919,0.0653956,0.186897,0.0275899,-0.167096,-0.641984,-0.183445,0.7961,0.361711,-0.364144,-0.767701,-0.0901634,-0.147872,0.156493,-0.361512,-0.285232,-0.122107,0.203202,-0.645896,-0.296777,-0.476272,0.00867582,0.865753,0.0755906,0.0952937,-0.59367,0.654028,0.731782,-0.170029,-0.0190318,-0.0257899,0.173214,-0.524673,-0.0262893,0.798576,0.0818669,0.661464,-0.0921332,0.171124,-0.183936,-0.498265,0.167662,0.386664,0.0958674,0.211288,0.060532,-0.0186378,-0.308474,0.0583188,-0.0104387,0.302813,0.142075,0.0930395,0.870215,0.845448,-0.378891,-0.28244,0.16999,0.927818
-35.0371,0.997065,0.68977,3,7,0,38.7654,0.149508,0.203012,-0.386253,-0.138655,-0.142877,0.212501,0.943391,-0.513593,0.265678,-0.608803,0.634095,0.697184,0.31322,-0.460657,-0.36822,-0.171481,-0.553211,0.678763,0.933253,-0.208991,-0.0286603,0.433266,-0.0846757,-0.562271,0.515566,0.358756,0.138131,0.189229,0.277146,-0.481891,-1.13342,0.31435,-0.640671,0.055005,-1.0141,0.453708,0.296852,0.156055,0.225442,-0.543853,-0.985561,0.787554,0.712788,0.0801184,0.0699563,-0.33197,-0.217184,-0.0079807,0.505496,0.175514,-0.190274,-0.018157,-0.15432,-0.587768,0.254794,0.306047,0.408092,0.0711569,-1.14534,-0.389499,1.09709,0.0620026,-0.919375,0.436457,-0.456102,0.19476,0.105957,-0.0734195,-0.612988,0.301142,0.484331,-0.0121479,0.0970053,0.0581655,0.580125,0.827276,0.354317,-0.343135,0.622687,-0.0670707,-0.377903,-0.369184,0.477601,0.21885,0.828453,0.0387226,-0.0978894,-0.58901,0.382521,-0.683007,0.324736,-0.20678,0.118408,-0.121328,0.0547535,0.207187,0.292578,0.086671,0.0354633,-0.683086,-0.0190023,0.386937,1.29976,-0.727789,-0.368887,0.415819,1.12078
-31.0948,0.990874,0.68977,3,7,0,35.8242,0.059225,0.254452,-0.369001,0.0963153,0.0942062,0.121752,0.78962,-0.455973,-0.194897,-0.387764,0.78061,0.0921925,0.647365,-0.133517,-0.772006,-0.144356,-0.565231,0.23355,0.516274,0.203098,-0.267194,0.504383,0.0791426,-0.0809835,-0.0879477,-0.484983,0.00847167,-0.0021219,0.152656,-0.581977,-1.06605,0.446314,-1.02479,-0.0906153,-0.964875,0.605261,0.416477,0.371424,-0.327544,-0.32707,-0.67526,0.78707,0.56658,-0.590528,-0.24432,-0.646832,0.154885,-0.177196,1.01267,0.410544,-0.45132,-0.116082,0.0651271,-0.589981,0.132832,0.620153,0.524039,-0.0754338,-0.593088,-0.184234,0.338467,0.161713,-0.0970466,0.0629498,-0.211071,-0.0350134,-0.478929,0.192648,-0.660902,-0.0910046,0.594196,0.0546733,0.00632112,-0.413305,0.506696,0.501249,0.141029,-0.103258,-0.0330926,-0.428676,-0.606142,0.223042,0.455152,0.109421,0.830001,-0.172575,0.366061,-0.258912,-0.193291,-0.444966,-0.158391,0.104134,0.143847,-0.346012,-0.28621,-0.0890577,-0.226189,-0.104853,0.13784,-0.308972,0.667221,0.240522,0.63997,-1.07812,-0.121688,0.152089,0.43262
-33.5492,0.732647,0.68977,2,3,0,34.5447,0.158748,0.260196,-0.33116,0.0836123,0.161338,0.15695,0.768431,-0.387022,0.0216795,-0.279194,0.794347,0.0389811,0.827194,0.0851137,-0.609249,-0.0657438,-0.456299,0.179857,0.564909,0.331268,-0.174734,0.638882,0.256081,0.00376279,0.0825972,-0.321292,0.183482,0.0302942,0.433035,-0.47643,-0.866581,0.466072,-0.806951,0.141777,-0.873913,0.709566,0.646874,0.549464,-0.309848,-0.265454,-0.388717,0.873098,0.521496,-0.48947,-0.0978193,-0.5751,0.29382,-0.214751,1.22001,0.620589,-0.470776,0.00635924,0.297362,-0.454744,0.346552,0.790369,0.718174,0.121655,-0.329367,-0.0578684,0.567317,0.261547,0.139172,0.265968,-0.0876002,0.0506332,-0.31738,0.362947,-0.489933,-0.0160075,0.599183,0.17575,0.0333963,-0.3282,0.522879,0.575101,0.260871,-0.0730513,0.0691559,-0.369088,-0.503776,0.469335,0.558115,0.244407,0.919309,-0.0162808,0.504584,-0.135874,-0.0389898,-0.403519,-0.212644,0.251404,0.217755,-0.306356,-0.197859,0.0531311,-0.211569,0.00618551,0.175035,-0.196454,0.876351,0.257969,0.758714,-1.01153,0.136655,0.252166,0.295227
-33.9477,0.940609,0.68977,2,7,0,36.7322,0.0409425,0.325859,-0.398921,0.0378416,0.193263,0.143871,0.762288,-0.587756,-0.102886,-0.597019,0.757656,-0.02183,0.76405,-0.24252,-0.83908,-0.193914,-0.780898,0.120621,0.51059,0.0748812,-0.33473,0.621389,0.14579,-0.157425,0.0458915,-0.491125,0.0660136,-0.101912,0.348659,-0.806603,-1.20492,0.434803,-1.02798,0.0113908,-1.10853,0.638947,0.592161,0.403002,-0.552299,-0.459786,-0.540205,0.932461,0.427075,-0.746973,-0.239694,-0.760404,0.226716,-0.370669,1.09082,0.64896,-0.552305,-0.00544007,0.179307,-0.704215,0.376451,0.701005,0.644496,0.0331758,-0.609137,-0.254196,0.633549,0.0454581,-0.0834895,0.18113,-0.251589,-0.0966601,-0.458792,0.312674,-0.700373,-0.167337,0.582968,-0.0166986,-0.185262,-0.468486,0.458129,0.466068,0.18102,-0.215558,0.0996255,-0.513452,-0.696499,0.324014,0.45338,0.0445989,0.934323,-0.232805,0.417678,-0.320496,-0.175758,-0.620339,-0.418754,0.0452521,0.0702089,-0.573482,-0.470354,0.0178736,-0.502097,-0.131425,0.0783578,-0.482987,0.903467,0.147389,0.726518,-1.4162,-0.12155,0.249583,0.249673
-36.1367,0.857069,0.68977,3,7,0,39.9353,0.198372,0.120586,-0.357688,0.0627388,-0.289764,0.0883656,0.915823,-0.165047,-0.166141,-0.14821,0.883615,0.831496,0.191522,-0.232095,-0.420546,0.0521935,-0.18946,0.874924,0.866392,0.165593,0.0757449,0.32217,-0.205641,-0.142238,-0.000514752,0.0891508,-0.0332281,0.401087,-0.282577,-0.102503,-0.913677,0.563001,-0.844038,-0.254323,-0.676533,0.557698,-0.00672517,0.15659,0.528381,-0.14187,-1.21254,0.601509,1.07969,0.0223882,-0.0511282,-0.171349,-0.160087,0.472577,0.491481,-0.176574,0.111558,-0.158149,-0.335911,-0.400962,-0.237962,0.300107,0.203012,-0.218884,-1.0092,-0.167538,0.228131,0.302146,-0.719256,0.0210939,-0.254634,0.280875,-0.17393,-0.222147,-0.547556,0.335569,0.697744,0.140521,0.453148,-0.00183562,0.74575,0.825738,0.194673,0.0410104,0.223355,0.0875985,-0.264905,-0.403633,0.542606,0.268129,0.688499,0.0454867,-0.00973338,-0.323531,0.0865119,-0.140249,0.762339,-0.00341783,0.30632,0.273695,0.274164,-0.0775116,0.636971,0.0994714,0.28505,-0.18427,-0.224451,0.657491,0.942638,-0.190022,-0.392344,0.220024,1.41973
