# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x469s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_data_2.R
# init = 2 (Default)
# random
#   seed = 2924501525 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 c83c399
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20
# Adaptation terminated
# Step size = 0.600789
# Diagonal elements of inverse mass matrix:
# 0.0641349, 0.0737274, 0.0704722, 0.0298993
-13.3872,0.809651,0.600789,2,7,0,14.1629,-0.461379,-0.222351,-0.230217,1.28626,-0.182246,-0.414264,-0.28947,-0.303131,-0.586331,-0.685806,-0.599529,-0.731924,-0.366453,0.073289,-0.231517,-0.645674,-0.772997,-0.302949,-0.468287,-0.897105,0.226489,-0.577849,-0.651102,-0.320042,-1.18422,-3.06023,-1.18512,-1.29278,-1.21806,-2.2252,-1.64386,-1.21387,-1.56942,-1.18897,-2.36902,-1.5693,-1.55464,-1.2289,-1.17071,-1.97653,-1.4224,-1.17102,-1.17485,-1.31181
-11.7219,0.999276,0.600789,2,3,0,13.5354,-0.26889,-0.0929792,-0.400036,1.02803,0.0781526,-0.114474,-0.557939,0.00598491,-0.32545,-0.214854,-0.351041,-0.917624,0.0260482,0.535614,-0.00512232,-0.292155,-1.01238,-0.0832196,-0.156896,-0.634071,0.165517,-0.646276,-0.848456,0.00326951,-1.05202,-3.23786,-1.05884,-1.36884,-1.15069,-1.86993,-1.42234,-0.964083,-2.07029,-0.968721,-3.27337,-1.24557,-1.31947,-0.969313,-0.989575,-1.83444,-1.39507,-0.951501,-0.949605,-1.00792
-11.9026,0.982862,0.600789,3,7,0,12.2523,-0.0465621,0.181443,-0.0793408,1.07376,-0.0717454,0.0334889,-0.504333,0.00788431,0.0516111,0.266658,0.0447239,-0.296922,0.100496,0.028136,-0.0866665,0.151152,-0.331647,-0.0707979,0.0601293,0.148049,-0.478778,-0.240639,-0.331761,0.0255151,-1.03512,-2.81744,-1.0716,-1.37872,-1.45366,-1.35359,-1.14991,-1.27677,-2.12205,-1.02687,-2.96895,-1.04373,-2.05704,-1.00865,-1.10668,-1.13994,-2.1253,-1.0301,-1.07284,-1.0396
-13.9862,0.820762,0.600789,2,7,0,15.4066,0.176735,-0.0956583,-0.695631,1.27602,0.749161,0.461578,-0.458171,0.654698,0.114516,0.370621,0.0694161,-0.991561,0.718863,1.54767,0.604879,0.203112,-1.16159,0.479432,0.399388,-0.370078,0.760907,-0.518893,-0.887321,0.655978,-1.56394,-1.97322,-1.20875,-1.94239,-1.53209,-1.36493,-1.26682,-1.16699,-2.69522,-1.62604,-3.61806,-1.19026,-1.3302,-1.19891,-1.38861,-1.53826,-1.20662,-1.16288,-1.16702,-1.18898
-13.1735,0.961611,0.600789,3,7,0,15.4716,-0.152131,0.09134,-0.035058,1.35854,-0.168511,-0.113998,-0.376776,-0.128077,-0.102641,0.00316955,-0.105785,-0.269556,-0.0822038,-0.123866,-0.175015,-0.0534649,-0.285789,-0.166251,-0.100268,-0.051221,-0.372072,-0.244548,-0.287662,-0.119272,-1.23912,-2.53681,-1.25071,-1.40339,-1.43497,-1.60193,-1.38082,-1.41668,-1.78159,-1.27856,-2.36139,-1.30918,-1.9314,-1.2501,-1.26009,-1.39317,-1.84405,-1.2497,-1.288,-1.28845
-13.202,0.9452,0.600789,3,7,0,15.5988,-0.322412,-0.108947,0.0361831,1.05341,-0.298603,-0.365397,-0.0611568,-0.347232,-0.381522,-0.504906,-0.378144,-0.192284,-0.401085,-0.345354,-0.292008,-0.439099,-0.174359,-0.303355,-0.382141,-0.446167,-0.0573528,-0.218275,-0.170031,-0.357655,-0.975066,-3.67917,-0.971013,-1.12863,-1.13359,-2.25343,-1.4489,-1.35041,-1.53017,-1.17002,-2.65073,-1.37072,-2.313,-1.05794,-0.973588,-1.6005,-1.61603,-1.01887,-1.13238,-1.20519
-13.6582,0.928043,0.600789,3,7,0,15.6593,-0.383942,0.238961,-0.0701701,1.40623,-0.443132,-0.293735,-0.946046,-0.335816,-0.25416,0.011861,-0.260963,-0.653151,-0.219105,-0.351202,-0.455702,-0.129631,-0.690118,-0.429353,-0.256409,-0.106964,-0.969754,-0.602404,-0.703029,-0.313089,-1.26047,-2.69202,-1.45353,-1.35177,-1.3939,-1.60616,-1.47049,-1.31261,-1.68454,-1.37353,-2.0494,-1.36099,-1.63008,-1.34066,-1.27016,-1.43946,-2.38437,-1.26071,-1.26094,-1.37554
-13.8409,0.945512,0.600789,2,7,0,15.5092,-0.459166,0.430735,-0.302672,1.33605,-0.43227,-0.21843,-1.68172,-0.251369,-0.227729,0.340057,-0.251633,-1.25508,-0.0139985,-0.0632088,-0.491278,0.0304446,-1.36671,-0.471757,-0.162651,-0.0660313,-1.42999,-1.04359,-1.32447,-0.207875,-1.20906,-2.69643,-1.93552,-1.341,-1.36813,-1.40729,-1.43725,-1.21455,-1.83983,-1.24964,-2.04847,-1.27115,-1.28837,-1.31211,-1.23314,-1.38876,-3.0575,-1.27847,-1.29522,-1.30004
-12.8727,0.956966,0.600789,3,7,0,15.2391,-0.36178,0.249496,-0.556937,0.991994,-0.0568538,-0.0530977,-1.52337,0.0207723,-0.233137,0.286941,-0.2722,-1.49567,0.216736,0.597381,-0.169766,-0.0105909,-1.65779,-0.219046,-0.0457024,-0.363933,-0.739733,-1.11322,-1.49143,0.0514378,-0.968631,-3.23633,-1.98291,-1.3787,-1.19605,-1.31811,-1.34466,-0.986495,-2.43485,-0.950192,-3.05254,-1.04482,-0.94075,-0.97494,-0.997417,-1.52545,-2.7046,-1.07534,-1.17642,-0.960325
-13.6597,0.871615,0.600789,3,7,0,16.4834,0.318526,0.0582863,-0.471156,1.20454,0.648346,0.541885,-0.35807,0.64221,0.343741,0.63611,0.312079,-0.547702,0.740244,1.19482,0.551605,0.460973,-0.672676,0.485947,0.521348,0.112592,0.395006,-0.226042,-0.506998,0.654265,-1.4794,-1.92692,-1.13347,-1.96637,-1.71097,-1.20779,-1.1448,-1.21398,-2.85793,-1.36919,-3.75762,-1.10564,-1.62427,-1.14725,-1.43579,-1.2389,-1.29586,-1.13995,-1.12861,-1.13421
-11.8094,0.998388,0.600789,3,7,0,14.0114,-0.0986064,0.205174,-0.0807916,1.05186,-0.133852,-0.0120438,-0.605644,-0.0431716,0.0125339,0.251235,0.00533583,-0.365973,0.0601853,-0.0312092,-0.148883,0.123386,-0.40296,-0.129521,0.0186637,0.126835,-0.591666,-0.308408,-0.406407,-0.0233627,-1.00007,-2.95913,-1.09876,-1.33196,-1.41673,-1.36115,-1.15834,-1.21963,-2.09094,-1.02502,-2.91323,-1.03456,-1.98252,-1.00136,-1.07233,-1.13711,-2.32329,-0.994654,-1.02877,-1.03708
-18.2971,0.585587,0.600789,3,7,0,20.1904,0.543329,-0.377409,-0.57277,1.09508,1.15512,0.704018,0.61886,0.936981,0.328658,0.251003,0.294231,-0.236801,0.857388,1.79893,1.03394,0.26275,-0.352999,0.883795,0.600438,-0.305889,1.79883,0.148701,-0.0784233,0.910888,-2.01025,-1.80633,-1.2081,-2.47673,-1.72631,-1.37129,-1.06306,-1.32764,-3.35664,-1.92258,-5.43203,-1.03379,-2.00782,-1.24294,-1.47717,-1.46223,-1.19121,-1.21002,-1.20834,-1.13478
-13.825,1,0.600789,2,3,0,18.3294,0.289448,0.103417,-0.393475,1.33856,0.539143,0.489517,-0.385261,0.559746,0.340463,0.637514,0.313525,-0.46729,0.66589,0.998024,0.458789,0.463819,-0.576022,0.412544,0.481965,0.190598,0.211357,-0.197987,-0.446595,0.574789,-1.45349,-1.92198,-1.23812,-1.83716,-1.69878,-1.29331,-1.24245,-1.32579,-2.53795,-1.33908,-3.21723,-1.21095,-1.69982,-1.23188,-1.45727,-1.29349,-1.45074,-1.244,-1.23946,-1.22301
-14.3871,0.874731,0.600789,3,7,0,18.1014,-0.665028,0.384347,-0.318833,1.16403,-0.604061,-0.428595,-1.81386,-0.446112,-0.459208,0.0718592,-0.483759,-1.46119,-0.226834,-0.21847,-0.666773,-0.21951,-1.57325,-0.657095,-0.382006,-0.343601,-1.50774,-1.23927,-1.51744,-0.406602,-1.08712,-3.40457,-2.19193,-1.16039,-1.17179,-1.52574,-1.54663,-1.11636,-1.68326,-1.17754,-1.96429,-1.26336,-1.11027,-1.30292,-1.07298,-1.5008,-3.65612,-1.24904,-1.27779,-1.28958
-15.4012,0.912888,0.600789,3,7,0,18.5951,-0.0918537,-0.440064,-0.0454387,1.04019,0.149579,-0.180517,0.735771,-0.0604797,-0.333334,-0.735723,-0.332348,0.0959511,-0.248651,0.181877,0.136693,-0.529252,0.119422,0.0604409,-0.260659,-0.707137,1.07135,0.121473,0.208145,-0.0998298,-1.09485,-3.33271,-1.259,-1.31479,-1.15295,-2.65813,-1.40588,-1.63034,-1.69953,-0.967068,-3.53101,-1.45055,-2.84317,-0.960977,-0.9764,-1.92054,-0.960465,-1.16319,-1.39915,-1.05747
-15.046,1,0.600789,3,7,0,16.2569,-0.0734316,0.534371,-0.708545,1.34922,0.212457,0.372926,-1.98587,0.413181,0.208964,1.08022,0.157301,-1.64808,0.758692,1.05472,0.0705384,0.592967,-1.87162,0.0418808,0.420383,0.213677,-1.11692,-1.15884,-1.69538,0.471916,-1.31946,-2.02472,-2.22576,-1.72048,-1.60823,-1.22132,-1.28561,-1.298,-2.63854,-1.36702,-2.66305,-1.2207,-1.21869,-1.22089,-1.43055,-1.29335,-2.61647,-1.32219,-1.45441,-1.2217
-14.2248,0.905859,0.600789,3,7,0,17.048,-0.32146,-0.317637,-0.243141,1.43097,0.0122897,-0.292174,0.0259884,-0.154299,-0.498743,-0.683802,-0.511931,-0.55678,-0.257893,0.278378,-0.0404084,-0.599918,-0.593558,-0.128841,-0.363753,-0.892271,0.619766,-0.395077,-0.451305,-0.179686,-1.31759,-2.65856,-1.27958,-1.42755,-1.33438,-2.12749,-1.60795,-1.35201,-1.66324,-1.2777,-2.44028,-1.57421,-1.69416,-1.29442,-1.27948,-1.92455,-1.34316,-1.28273,-1.30187,-1.34929
-13.0122,0.949643,0.600789,3,7,0,16.4339,0.115282,0.177609,-0.218626,1.32253,0.197509,0.256155,-0.500306,0.265425,0.209381,0.490508,0.193325,-0.378332,0.377677,0.457977,0.153821,0.333785,-0.448322,0.146975,0.27303,0.220872,-0.239695,-0.227217,-0.396019,0.284705,-1.29848,-2.15588,-1.25121,-1.613,-1.60443,-1.33524,-1.25856,-1.3515,-2.22263,-1.20399,-2.81314,-1.20665,-1.80105,-1.19852,-1.3514,-1.2743,-1.74197,-1.22723,-1.23816,-1.20025
-14.5392,0.948322,0.600789,3,7,0,16.508,-0.618178,0.39695,0.0310556,1.12339,-0.828427,-0.533797,-1.37652,-0.639655,-0.400497,-0.032555,-0.402043,-0.805094,-0.468398,-0.846098,-0.818852,-0.221874,-0.828802,-0.751648,-0.462155,-0.0691577,-1.66262,-0.821351,-0.90514,-0.604018,-1.11009,-3.75497,-1.71072,-1.07073,-1.16939,-1.6199,-1.47526,-1.07211,-1.46936,-1.57338,-1.81622,-1.24335,-1.49005,-1.34744,-1.03529,-1.29203,-4.14539,-1.06569,-1.04268,-1.40603
-14.4039,0.981589,0.600789,2,7,0,15.9467,-0.378552,0.077567,0.164733,1.39965,-0.539936,-0.432427,-0.338213,-0.491758,-0.333764,-0.341359,-0.323582,-0.13532,-0.482603,-0.726518,-0.505331,-0.329212,-0.0994317,-0.467009,-0.408069,-0.175697,-0.659303,-0.246575,-0.173345,-0.487069,-1.2606,-2.87423,-1.27341,-1.30616,-1.3625,-1.84759,-1.49796,-1.4976,-1.52725,-1.53431,-2.00802,-1.43184,-2.08278,-1.34796,-1.25581,-1.46723,-2.08068,-1.27779,-1.34558,-1.43974
-15.6244,0.979958,0.600789,3,7,0,16.306,-0.356485,-0.169477,0.0204507,1.6196,-0.292278,-0.407461,0.00734127,-0.370475,-0.448945,-0.622926,-0.446057,-0.217244,-0.448758,-0.323641,-0.289412,-0.531656,-0.198513,-0.312752,-0.435847,-0.570582,0.0731521,-0.233266,-0.178455,-0.386174,-1.40309,-2.58644,-1.40228,-1.46268,-1.45534,-2.02221,-1.63085,-1.55302,-1.61787,-1.47991,-2.11363,-1.6051,-1.95307,-1.4395,-1.40122,-1.72645,-1.61772,-1.41956,-1.46749,-1.5082
-13.1451,0.96023,0.600789,3,7,0,17.2639,-0.391404,0.164761,-0.522606,0.89173,-0.0726534,-0.1189,-1.34244,-0.0324089,-0.308649,0.112365,-0.344675,-1.41317,0.120721,0.538078,-0.179159,-0.132068,-1.55977,-0.236282,-0.124123,-0.486082,-0.566194,-1.05515,-1.39234,-0.00993811,-0.869249,-3.86186,-1.82108,-1.32087,-1.08968,-1.52398,-1.42865,-0.86216,-2.48694,-0.834443,-3.43046,-1.05779,-0.877204,-0.891479,-0.874585,-1.74319,-2.63297,-0.968427,-1.04903,-0.891953
-11.5252,0.961626,0.600789,2,3,0,13.9604,-0.294773,0.158397,-0.260244,1.01337,-0.171954,-0.140194,-0.921323,-0.11603,-0.211778,0.0716395,-0.23041,-0.85007,-0.00591963,0.135669,-0.224382,-0.0883456,-0.929159,-0.240849,-0.129405,-0.239918,-0.579819,-0.670844,-0.858245,-0.0978995,-0.956213,-3.34571,-1.2844,-1.26178,-1.22128,-1.53269,-1.31113,-0.965106,-2.04119,-0.94864,-2.87672,-1.10237,-1.39129,-1.00136,-0.984905,-1.39579,-2.37091,-0.940016,-0.93614,-1.0358
-12.8945,0.899644,0.600789,2,3,0,13.1928,-0.255385,0.285851,-0.120219,1.32416,-0.298682,-0.131388,-0.970897,-0.17289,-0.100651,0.235747,-0.111186,-0.641388,-0.0277186,-0.146839,-0.321203,0.0552549,-0.694874,-0.295445,-0.089106,0.0540902,-0.938621,-0.555971,-0.69683,-0.145182,-1.2023,-2.60208,-1.43072,-1.36697,-1.42136,-1.45514,-1.3657,-1.26232,-1.83059,-1.26167,-2.23088,-1.25683,-1.61398,-1.25279,-1.23859,-1.33225,-2.43079,-1.19975,-1.20118,-1.27345
-12.5159,0.972503,0.600789,3,7,0,14.4963,-0.110389,-0.1928,-0.202482,1.15585,0.133817,-0.0682661,0.0352736,0.0287933,-0.218775,-0.303596,-0.230408,-0.350023,-0.0256742,0.358693,0.0905032,-0.269684,-0.386368,0.0281101,-0.115297,-0.48993,0.487443,-0.214476,-0.27961,0.0141714,-1.16801,-2.80099,-1.06799,-1.41413,-1.28194,-1.88994,-1.35502,-1.2799,-1.89403,-1.06436,-3.06655,-1.28711,-1.92141,-1.06813,-1.10782,-1.6261,-1.22273,-1.1045,-1.15324,-1.1094
-12.7163,0.966567,0.600789,2,3,0,13.8446,-0.109511,-0.12374,-0.327654,1.30036,0.19712,0.00519932,-0.25093,0.115646,-0.181879,-0.137266,-0.202408,-0.611894,0.110979,0.56963,0.128533,-0.176732,-0.68571,0.057101,-0.0378922,-0.472188,0.3697,-0.39023,-0.543681,0.109096,-1.28488,-2.46213,-1.19117,-1.51032,-1.37101,-1.69636,-1.39732,-1.25493,-1.96344,-1.20011,-2.81641,-1.31812,-1.6177,-1.18342,-1.23385,-1.6131,-1.35664,-1.1886,-1.19653,-1.20069
-13.4235,0.926631,0.600789,2,7,0,16.0065,-0.218872,0.100967,-0.0350431,1.39793,-0.239791,-0.178365,-0.462785,-0.194831,-0.164112,-0.0490089,-0.167343,-0.342131,-0.144692,-0.194722,-0.246215,-0.110463,-0.359128,-0.235939,-0.162946,-0.105091,-0.463786,-0.317015,-0.362578,-0.185151,-1.26001,-2.56606,-1.29324,-1.39553,-1.4252,-1.64176,-1.42559,-1.40477,-1.73444,-1.32153,-2.25354,-1.35016,-1.86155,-1.28932,-1.27626,-1.43487,-1.91133,-1.26715,-1.2961,-1.3309
-14.3414,0.934027,0.600789,2,7,0,16.1557,-0.246799,-0.218325,0.111507,1.28843,-0.228657,-0.350235,0.323079,-0.323332,-0.364701,-0.631496,-0.355354,0.0827304,-0.437226,-0.367352,-0.207394,-0.487544,0.128609,-0.223942,-0.381244,-0.471309,0.265525,0.00408099,0.122783,-0.344777,-1.18059,-2.96036,-1.2191,-1.28644,-1.28724,-2.16311,-1.47786,-1.60081,-1.5223,-1.31437,-2.39578,-1.46777,-2.41207,-1.21138,-1.17415,-1.61127,-1.40224,-1.26295,-1.41165,-1.32338
-12.1688,0.99965,0.600789,3,7,0,14.4797,0.0372353,0.265097,-0.438957,1.11806,0.24537,0.297453,-1.01542,0.338724,0.176089,0.65213,0.144681,-0.898131,0.523529,0.764147,0.156922,0.38332,-1.03136,0.128821,0.315287,0.12699,-0.43818,-0.595852,-0.911415,0.369116,-1.19401,-2.31036,-1.38741,-1.68328,-1.56723,-1.1429,-1.13338,-1.04848,-2.69288,-1.10968,-3.29568,-1.03624,-1.33245,-1.03055,-1.26992,-1.1788,-2.02567,-1.03159,-1.03869,-1.03054
-13.1714,0.923166,0.600789,2,7,0,14.1635,-0.435735,0.169526,-0.626275,1.1734,-0.0406235,-0.116078,-1.5195,-0.00551674,-0.351842,0.125716,-0.394762,-1.64319,0.16561,0.689979,-0.16848,-0.153214,-1.81665,-0.241313,-0.127233,-0.586492,-0.572796,-1.2145,-1.61145,0.0188738,-1.12418,-2.84013,-1.84094,-1.39512,-1.22318,-1.48415,-1.47656,-1.18211,-2.10465,-1.12874,-2.61139,-1.23513,-1.08138,-1.13054,-1.11866,-1.71382,-2.14312,-1.24195,-1.33686,-1.12193
-15.692,0.854625,0.600789,2,3,0,16.2055,-0.663006,0.173422,-0.792375,1.13192,-0.143788,-0.268724,-1.95193,-0.118671,-0.579338,-0.014798,-0.633269,-2.1657,0.079632,0.778704,-0.305882,-0.347123,-2.38189,-0.404475,-0.290041,-0.90861,-0.729918,-1.62382,-2.11556,-0.0915449,-1.06727,-3.20708,-2.42375,-1.30531,-1.10621,-1.60197,-1.68726,-1.47783,-2.03533,-1.12522,-2.47685,-1.32476,-1.13341,-1.15684,-1.05391,-2.09817,-2.40614,-1.49761,-1.75094,-1.1236
-12.7598,0.986778,0.600789,2,7,0,16.2531,-0.0871757,0.264318,-0.0249999,1.27472,-0.192541,-0.010731,-0.64641,-0.0700932,0.0571241,0.325013,0.0530766,-0.292179,0.0509412,-0.151585,-0.195589,0.184803,-0.319631,-0.158092,0.0339912,0.250887,-0.760574,-0.271889,-0.353478,-0.0457082,-1.17414,-2.51473,-1.2636,-1.39385,-1.4941,-1.38774,-1.27195,-1.36744,-1.91633,-1.22989,-2.42623,-1.19278,-1.93035,-1.18827,-1.23625,-1.23403,-2.27217,-1.1845,-1.21468,-1.21315
-13.2458,0.945493,0.600789,3,7,0,14.702,0.0134891,0.40564,-0.355171,0.881619,0.091993,0.271302,-1.22117,0.257364,0.230447,0.800291,0.203301,-0.859712,0.49165,0.5205,0.0219535,0.486996,-0.98275,0.0292031,0.319253,0.341474,-0.866888,-0.612772,-0.916894,0.299329,-0.944839,-2.91191,-1.64419,-1.71329,-1.73903,-0.886756,-0.922317,-0.833226,-3.38353,-0.818986,-4.03445,-0.793104,-1.33438,-0.800277,-1.18192,-0.892992,-3.38166,-0.795958,-0.807102,-0.795578
-14.253,0.926585,0.600789,3,7,0,16.4525,-0.251069,0.434301,-0.46449,1.45073,-0.103159,0.0623112,-1.67304,0.0679025,-0.019977,0.632328,-0.0546061,-1.33447,0.331648,0.452836,-0.195524,0.270811,-1.48771,-0.201133,0.108152,0.0493569,-1.15296,-1.01271,-1.38589,0.114041,-1.31109,-2.26416,-1.90087,-1.53175,-1.511,-1.36283,-1.40954,-1.30298,-2.10125,-1.29524,-2.2674,-1.30379,-1.33142,-1.318,-1.36724,-1.40296,-2.53915,-1.34312,-1.38155,-1.30577
-14.8157,0.907101,0.600789,3,7,0,17.6694,0.00616276,-0.124452,-0.00896597,0.86131,0.0714961,-0.0206343,0.244835,0.0123668,-0.0620739,-0.177818,-0.0615385,0.0661238,-0.0414441,0.0761468,0.0686531,-0.118224,0.0737535,0.0477054,-0.0430452,-0.165503,0.333247,0.0706957,0.0974004,0.00118265,-0.915638,-3.76136,-0.8368,-1.37934,-1.34035,-2.01622,-1.11255,-1.70186,-2.23333,-0.809485,-4.30859,-1.02958,-3.39574,-0.774889,-0.885883,-1.3172,-1.20737,-1.02457,-1.27503,-0.858029
-14.291,1,0.600789,3,7,0,16.1282,-0.376122,0.354382,-0.5674,1.41481,-0.112595,-0.0368649,-1.76027,0.0135815,-0.190227,0.436426,-0.230932,-1.59232,0.257657,0.558518,-0.22683,0.0830886,-1.76547,-0.261316,-0.0117585,-0.244453,-1.02103,-1.20145,-1.61234,0.0539312,-1.2857,-2.39186,-1.97888,-1.49248,-1.42264,-1.40485,-1.46055,-1.32405,-2.05095,-1.28023,-2.26108,-1.30993,-1.27046,-1.30536,-1.31575,-1.50597,-2.43154,-1.37379,-1.44378,-1.28984
-13.7247,1,0.600789,3,7,0,15.279,0.226564,-0.0741578,-0.298631,0.944254,0.487869,0.340664,0.0202978,0.431763,0.181743,0.259717,0.162682,-0.254833,0.444636,0.829151,0.425665,0.204391,-0.325189,0.36662,0.308162,-0.05239,0.563167,-0.0523266,-0.202044,0.429305,-1.29762,-2.57026,-0.866236,-1.9149,-1.6214,-1.33876,-0.995713,-1.27164,-3.01531,-1.00735,-4.79511,-0.911516,-2.25263,-0.891411,-1.19106,-1.21,-1.04762,-0.997321,-1.04154,-0.86402
-13.3187,0.964891,0.600789,2,3,0,15.6088,0.0348542,0.314798,-0.545984,0.920994,0.300761,0.354826,-1.24454,0.409858,0.19939,0.77707,0.160459,-1.11948,0.633099,0.945343,0.190629,0.450203,-1.28401,0.153334,0.374388,0.12654,-0.517744,-0.743684,-1.13238,0.446302,-1.12111,-2.60369,-1.64867,-1.90872,-1.65973,-0.933371,-0.978917,-0.83669,-3.55689,-1.06767,-4.27006,-0.838267,-1.06043,-0.836814,-1.2454,-1.05547,-2.45488,-0.860065,-0.914667,-0.840695
-13.368,0.748212,0.600789,2,7,0,16.0022,-0.294619,-0.311541,-0.274243,1.28639,0.0598454,-0.250033,0.00366075,-0.106092,-0.469007,-0.632593,-0.484306,-0.58849,-0.202217,0.362111,0.00077907,-0.561398,-0.633697,-0.0916353,-0.322573,-0.87602,0.645824,-0.405525,-0.480875,-0.130478,-1.23299,-2.81995,-1.17245,-1.38027,-1.25038,-2.16587,-1.56075,-1.25294,-1.69159,-1.17133,-2.66471,-1.51297,-1.65542,-1.18643,-1.17635,-1.9558,-1.24431,-1.1766,-1.19578,-1.24446
-12.5132,0.982094,0.600789,3,7,0,14.2064,-0.0727181,0.3186,-0.343192,0.874842,0.0376418,0.15826,-1.11877,0.162957,0.0967746,0.576525,0.0712094,-0.871805,0.356813,0.448337,-0.0306208,0.310562,-0.984846,-0.0351244,0.191728,0.146199,-0.733154,-0.634099,-0.909238,0.196839,-0.906906,-3.21356,-1.50266,-1.57817,-1.5459,-1.02486,-1.00541,-0.822277,-3.07444,-0.796105,-3.92475,-0.809371,-1.33257,-0.804351,-1.06131,-1.01236,-3.07536,-0.790492,-0.798159,-0.803335
-12.5132,0.755778,0.600789,2,7,0,16.2953,-0.0727181,0.3186,-0.343192,0.874842,0.0376418,0.15826,-1.11877,0.162957,0.0967746,0.576525,0.0712094,-0.871805,0.356813,0.448337,-0.0306208,0.310562,-0.984846,-0.0351244,0.191728,0.146199,-0.733154,-0.634099,-0.909238,0.196839,-0.906906,-3.21356,-1.50266,-1.57817,-1.5459,-1.02486,-1.00541,-0.822277,-3.07444,-0.796105,-3.92475,-0.809371,-1.33257,-0.804351,-1.06131,-1.01236,-3.07536,-0.790492,-0.798159,-0.803335
-11.5846,1,0.600789,2,3,0,12.577,-0.179577,0.162713,-0.137947,0.996796,-0.151515,-0.078167,-0.66946,-0.0848591,-0.0924859,0.133828,-0.103076,-0.521869,0.0084266,0.0151516,-0.178677,0.00955757,-0.570068,-0.175051,-0.0586375,-0.0452909,-0.534903,-0.425895,-0.545333,-0.0680904,-0.945301,-3.2731,-1.09606,-1.28264,-1.31414,-1.46878,-1.20245,-1.08976,-2.08378,-0.962279,-3.01841,-1.03816,-1.80601,-0.964408,-0.996127,-1.22278,-2.32597,-0.922787,-0.940801,-1.00939
-14.2246,0.842014,0.600789,2,3,0,15.5546,-0.439588,-0.284196,-0.73658,1.02236,0.252563,-0.183204,-0.745437,0.0665752,-0.60557,-0.511099,-0.651667,-1.5653,0.0534133,1.08971,0.0983283,-0.596802,-1.73076,-0.0631979,-0.281132,-1.26295,0.653318,-1.06706,-1.41049,0.0513042,-1.14099,-3.40478,-1.15875,-1.42453,-1.00894,-2.3126,-1.75375,-1.04024,-2.11796,-1.22498,-3.51832,-1.51946,-0.954785,-0.960032,-0.956079,-2.8522,-1.05396,-1.07177,-1.13819,-0.987628
-13.9576,0.841303,0.600789,3,7,0,16.7377,0.118558,0.382798,0.174409,1.10804,-0.193727,0.135865,-0.441099,-0.00140432,0.330527,0.612974,0.338583,0.193019,0.141613,-0.377503,-0.154689,0.475147,0.20705,-0.0669456,0.214384,0.735021,-0.958447,0.0789379,0.0797185,0.030891,-1.03785,-2.57066,-1.07736,-1.37935,-1.72341,-1.15347,-1.06147,-1.71293,-2.13932,-1.21926,-2.76338,-1.02184,-2.82987,-1.0383,-1.20584,-1.02153,-2.81339,-1.17973,-1.31456,-1.06654
-12.5586,1,0.600789,3,7,0,14.5838,-0.434598,0.242621,-0.179205,1.19654,-0.412838,-0.295132,-1.13359,-0.311562,-0.30436,0.0198262,-0.318401,-0.898287,-0.176522,-0.194893,-0.447875,-0.15727,-0.963392,-0.438263,-0.264282,-0.218408,-0.977224,-0.773223,-0.936358,-0.286938,-1.0985,-3.07883,-1.49281,-1.23575,-1.25887,-1.5702,-1.42707,-1.11402,-1.72414,-1.19071,-2.19859,-1.25053,-1.40484,-1.21353,-1.11152,-1.41638,-2.6626,-1.11667,-1.10821,-1.24604
