# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = m2x460s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m2.0s_data_2.R
# init = 2 (Default)
# random
#   seed = 333125408 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m2.0s_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
# num_threads = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.804425
# Diagonal elements of inverse mass matrix:
# 0.265206
-12.9798,0.996126,0.804425,2,3,0,12.986,0.6232
-13.9618,0.751902,0.804425,1,3,0,14.9236,0.788379
-14.6405,0.911643,0.804425,1,1,0,14.6583,0.822446
-14.0446,1,0.804425,1,1,0,14.594,0.793242
-13.5443,1,0.804425,1,1,0,13.9757,0.758895
-14.2356,0.901624,0.804425,1,1,0,14.2356,0.803592
-14.0278,1,0.804425,2,3,0,14.3157,0.792275
-14.7368,0.969739,0.804425,2,3,0,14.7559,0.82644
-13.6321,0.978591,0.804425,2,3,0,15.1616,0.765968
-12.9993,1,0.804425,2,3,0,13.6167,0.683308
-13.855,0.798497,0.804425,1,3,0,14.613,0.500666
-13.7812,1,0.804425,2,7,0,13.8419,0.776797
-14.0836,0.957147,0.804425,1,1,0,14.1396,0.795451
-14.7286,0.917722,0.804425,1,1,0,14.759,0.826108
-14.1655,1,0.804425,1,1,0,14.7036,0.799922
-14.0112,1,0.804425,1,1,0,14.2656,0.791312
-12.9495,1,0.804425,2,3,0,13.8402,0.653584
-14.8706,0.777758,0.804425,2,3,0,14.8906,0.831732
-12.9549,0.940456,0.804425,1,3,0,15.9268,0.638267
-13.2649,0.961079,0.804425,2,3,0,13.3187,0.562726
-13.608,0.976563,0.804425,2,3,0,13.6177,0.522996
-14.0805,0.903659,0.804425,1,1,0,14.1269,0.482856
-15.87,0.684855,0.804425,1,1,0,15.8769,0.382405
-14.3233,1,0.804425,1,1,0,15.585,0.465637
-13.0265,1,0.804425,2,3,0,14.079,0.69116
-13.1953,0.933034,0.804425,2,7,0,13.6138,0.57313
-13.0542,0.940623,0.804425,1,3,0,13.6708,0.697756
-13.141,0.9846,0.804425,1,1,0,13.1439,0.713887
-13.1097,1,0.804425,1,1,0,13.1561,0.708642
-13.0567,0.956768,0.804425,1,3,0,13.5198,0.599533
-13.7932,0.743726,0.804425,1,3,0,14.947,0.777616
-13.7525,1,0.804425,1,1,0,13.9071,0.774815
-13.9471,0.990603,0.804425,2,3,0,14.0234,0.787491
-12.9492,1,0.804425,2,3,0,13.785,0.6523
-12.9733,0.995042,0.804425,1,3,0,12.9817,0.673264
-13.2909,0.961509,0.804425,2,3,0,13.3492,0.734105
-13.2028,1,0.804425,1,1,0,13.2986,0.723017
-13.2779,0.995765,0.804425,2,3,0,13.3034,0.73258
-13.0526,0.937581,0.804425,2,7,0,13.8259,0.600529
-13.0688,0.996658,0.804425,1,1,0,13.0855,0.596732
-13.4135,0.846938,0.804425,1,3,0,14.2156,0.747097
-13.2481,0.980109,0.804425,2,3,0,13.721,0.728953
-13.1514,0.91616,0.804425,2,7,0,14.018,0.580441
-13.497,0.976577,0.804425,2,3,0,13.4974,0.534391
-14.717,0.886257,0.804425,3,7,0,14.7175,0.440852
-13.8072,1,0.804425,2,3,0,14.5529,0.504716
-13.8072,0.771441,0.804425,1,1,0,14.7737,0.504716
-12.9744,1,0.804425,2,3,0,13.6573,0.673811
-13.2941,0.947693,0.804425,1,3,0,13.357,0.734468
-13.573,0.948128,0.804425,2,3,0,13.954,0.761276
-12.9492,1,0.804425,2,3,0,13.4756,0.652257
-13.0954,0.983331,0.804425,2,3,0,13.1032,0.591011
-13.1352,0.922059,0.804425,2,7,0,13.683,0.712961
-15.5564,0.669557,0.804425,1,3,0,16.3239,0.855083
-14.4057,1,0.804425,1,1,0,15.4205,0.81196
-13.0313,0.881436,0.804425,1,3,0,15.6984,0.605985
-14.226,0.858368,0.804425,2,7,0,14.2356,0.803097
-12.9536,0.91362,0.804425,2,3,0,15.3845,0.660285
-12.9712,0.994107,0.804425,1,3,0,13.0033,0.627281
-13.0445,0.986752,0.804425,2,3,0,13.0947,0.602525
-12.9609,0.971917,0.804425,2,3,0,13.2888,0.666364
-12.9623,0.999738,0.804425,1,1,0,12.9642,0.667273
-13.0482,0.959616,0.804425,2,3,0,13.3037,0.601592
-13.6857,0.79247,0.804425,2,7,0,14.701,0.770015
-13.0866,0.857484,0.804425,2,3,0,15.3144,0.704405
-12.9549,0.99729,0.804425,1,3,0,13.0932,0.661574
-13.033,0.977232,0.804425,1,3,0,13.1128,0.605512
-13.1641,0.973283,0.804425,1,1,0,13.1644,0.578253
-12.9495,1,0.804425,2,3,0,13.1325,0.653482
-12.9562,0.996674,0.804425,2,3,0,12.9753,0.637066
-13.2776,0.894289,0.804425,2,3,0,13.7505,0.732546
-13.4492,0.97208,0.804425,1,1,0,13.4673,0.750495
-12.9747,0.989442,0.804425,1,3,0,13.4796,0.673937
-12.9997,0.998439,0.804425,2,3,0,13.0003,0.683449
-13.8728,0.856638,0.804425,1,3,0,14.1089,0.782852
-13.5537,1,0.804425,1,1,0,13.8514,0.759687
-13.5537,0.925784,0.804425,1,1,0,13.9952,0.759687
-12.9703,0.985687,0.804425,1,3,0,13.6194,0.671812
-13.2226,0.968872,0.804425,2,3,0,13.2737,0.725683
-13.2117,0.906559,0.804425,2,7,0,14.1007,0.570552
-13.0936,1,0.804425,2,3,0,13.1946,0.591394
-13.1255,0.976012,0.804425,2,3,0,13.3563,0.585136
-13.1898,0.986645,0.804425,1,1,0,13.2107,0.574006
-13.3656,0.963586,0.804425,1,1,0,13.3811,0.549483
-13.0144,0.941513,0.804425,1,3,0,13.8224,0.687874
-12.9533,0.998989,0.804425,1,3,0,13.014,0.659869
-15.5322,0.518338,0.804425,1,3,0,17.1962,0.85435
-14.4583,1,0.804425,1,1,0,15.4128,0.814411
-13.781,1,0.804425,2,3,0,14.3697,0.776783
-13.636,1,0.804425,2,7,0,13.7631,0.520276
-14.1941,0.564613,0.804425,1,3,0,17.4323,0.801437
-14.4225,0.99134,0.804425,2,7,0,14.4243,0.459066
-15.1954,0.949784,0.804425,2,3,0,15.3402,0.414525
-14.0139,1,0.804425,1,1,0,14.9775,0.487912
-13.4882,0.762636,0.804425,2,7,0,16.3444,0.754046
-13.1283,0.988198,0.804425,2,3,0,13.6529,0.711816
-13.2446,0.993338,0.804425,2,3,0,13.2525,0.728512
-13.1919,0.921576,0.804425,1,3,0,14.1031,0.57367
-14.3547,0.859753,0.804425,2,7,0,14.4261,0.809527
-13.7536,1,0.804425,2,3,0,14.2802,0.774892
-16.0259,0.805991,0.804425,3,7,0,16.5801,0.868285
-12.9774,1,0.804425,2,3,0,15.5477,0.675126
-12.9599,0.99976,0.804425,2,7,0,12.9773,0.634082
-12.9491,0.999278,0.804425,1,3,0,12.9656,0.652163
-13.2838,0.925757,0.804425,1,3,0,13.4513,0.733271
